  ______ _      ____   _____ _____
 |  ____| |    / __ \ / ____|_   _|
 | |__  | |   | |  | | |      | |  
 |  __| | |   | |  | | |      | |  
 | |    | |___| |__| | |____ _| |_ 
2026-04-08 01:06:32,521 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user compat-test-d4df6120@example.com against filter [email = "nobody@nowhere.invalid"]: attrName=[email], rawValue=[nobody@nowhere.invalid], attrValue=[compat-test-d4df6120@example.com], matches=false
2026-04-08 01:06:32,522 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:06:32,526 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:06:32,531 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: GetTokensFromRefreshToken
2026-04-08 01:06:32,535 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:06:32,539 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: GetTokensFromRefreshToken
2026-04-08 01:06:32,544 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: GetTokensFromRefreshToken
2026-04-08 01:06:32,545 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:06:32,549 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:06:32,554 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: DeleteUserPool
2026-04-08 01:07:03,870 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: CreateUserPool
2026-04-08 01:07:03,984 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Created User Pool: us-east-1_c739f7507
2026-04-08 01:07:03,992 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: CreateUserPoolClient
2026-04-08 01:07:03,993 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Created User Pool Client: 481f126ab4ac4a3b92089184cb for pool us-east-1_c739f7507
2026-04-08 01:07:03,996 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminCreateUser
2026-04-08 01:07:03,996 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Created user compat-test-68c3ddc3@example.com in pool us-east-1_c739f7507
2026-04-08 01:07:03,998 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminSetUserPassword
2026-04-08 01:07:03,998 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Set password for user compat-test-68c3ddc3@example.com in pool us-east-1_c739f7507 (permanent=true)
2026-04-08 01:07:04,000 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminGetUser
2026-04-08 01:07:04,002 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminCreateUser
2026-04-08 01:07:04,002 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Created user no-hash-test-225c2380@example.com in pool us-east-1_c739f7507
2026-04-08 01:07:04,005 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,008 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,010 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminSetUserPassword
2026-04-08 01:07:04,011 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Set password for user compat-test-68c3ddc3@example.com in pool us-east-1_c739f7507 (permanent=false)
2026-04-08 01:07:04,012 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,013 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,015 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminSetUserPassword
2026-04-08 01:07:04,015 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Set password for user compat-test-68c3ddc3@example.com in pool us-east-1_c739f7507 (permanent=true)
2026-04-08 01:07:04,016 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,021 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,026 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,030 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,050 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminGetUser
2026-04-08 01:07:04,051 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminGetUser
2026-04-08 01:07:04,053 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: AdminSetUserPassword
2026-04-08 01:07:04,053 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Set password for user compat-test-68c3ddc3@example.com in pool us-east-1_c739f7507 (permanent=true)
2026-04-08 01:07:04,054 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,058 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: ListUsers
2026-04-08 01:07:04,060 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: ListUsers
2026-04-08 01:07:04,060 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user compat-test-68c3ddc3@example.com against filter [email = "compat-test-68c3ddc3@example.com"]: attrName=[email], rawValue=[compat-test-68c3ddc3@example.com], attrValue=[compat-test-68c3ddc3@example.com], matches=true
2026-04-08 01:07:04,060 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user no-hash-test-225c2380@example.com against filter [email = "compat-test-68c3ddc3@example.com"]: attrName=[email], rawValue=[compat-test-68c3ddc3@example.com], attrValue=[no-hash-test-225c2380@example.com], matches=false
2026-04-08 01:07:04,062 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: ListUsers
2026-04-08 01:07:04,062 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user compat-test-68c3ddc3@example.com against filter [email ^= "compat-"]: attrName=[email], rawValue=[compat-], attrValue=[compat-test-68c3ddc3@example.com], matches=true
2026-04-08 01:07:04,062 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user no-hash-test-225c2380@example.com against filter [email ^= "compat-"]: attrName=[email], rawValue=[compat-], attrValue=[no-hash-test-225c2380@example.com], matches=false
2026-04-08 01:07:04,064 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: ListUsers
2026-04-08 01:07:04,064 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user compat-test-68c3ddc3@example.com against filter [sub = "77b5cd65-c5f0-440a-b421-f2a9dd75c1bf"]: attrName=[sub], rawValue=[77b5cd65-c5f0-440a-b421-f2a9dd75c1bf], attrValue=[77b5cd65-c5f0-440a-b421-f2a9dd75c1bf], matches=true
2026-04-08 01:07:04,064 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user no-hash-test-225c2380@example.com against filter [sub = "77b5cd65-c5f0-440a-b421-f2a9dd75c1bf"]: attrName=[sub], rawValue=[77b5cd65-c5f0-440a-b421-f2a9dd75c1bf], attrValue=[ae478f1e-5e58-47b1-8b3f-c966bfbe4a1f], matches=false
2026-04-08 01:07:04,065 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: ListUsers
2026-04-08 01:07:04,065 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user compat-test-68c3ddc3@example.com against filter [email = "nobody@nowhere.invalid"]: attrName=[email], rawValue=[nobody@nowhere.invalid], attrValue=[compat-test-68c3ddc3@example.com], matches=false
2026-04-08 01:07:04,065 INFO  [io.github.hectorvent.floci.services.cognito.CognitoService] (executor-thread-1) Matching user no-hash-test-225c2380@example.com against filter [email = "nobody@nowhere.invalid"]: attrName=[email], rawValue=[nobody@nowhere.invalid], attrValue=[no-hash-test-225c2380@example.com], matches=false
2026-04-08 01:07:04,066 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,071 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,075 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: GetTokensFromRefreshToken
2026-04-08 01:07:04,079 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,084 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: GetTokensFromRefreshToken
2026-04-08 01:07:04,088 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: GetTokensFromRefreshToken
2026-04-08 01:07:04,089 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,094 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: InitiateAuth
2026-04-08 01:07:04,098 INFO  [io.github.hectorvent.floci.core.common.AwsJson11Controller] (executor-thread-1) AwsJson11Controller Cognito action: DeleteUserPool
2026-04-08 01:07:07,001 INFO  [io.github.hectorvent.floci.lifecycle.EmulatorLifecycle] (Shutdown thread) === AWS Local Emulator Shutting Down ===
2026-04-08 01:07:07,002 INFO  [io.github.hectorvent.floci.services.elasticache.proxy.ElastiCacheProxyManager] (Shutdown thread) Stopped all ElastiCache proxies
2026-04-08 01:07:07,002 INFO  [io.github.hectorvent.floci.services.rds.proxy.RdsProxyManager] (Shutdown thread) Stopped all RDS proxies
2026-04-08 01:07:07,002 INFO  [io.github.hectorvent.floci.lifecycle.EmulatorLifecycle] (Shutdown thread) === AWS Local Emulator Stopped ===
2026-04-08 01:07:07,009 INFO  [io.quarkus] (Shutdown thread) floci stopped in 0.016s
